university_name,course_name,Annual Tuition Fee*,Course Duration,Course Credits,Delivery Medium,Course Link,Application Fee,Yocketers have applied,Yocketers got admits,Yocketers are interested,GRE,TOEFL,IELTS,Application Link,Tuition Link
university-of-south-carolina,sociology-19167,"$29,760 ",24 Months,30,On Campus,https://www.sc.edu/study/colleges_schools/graduate_school/apply/degree_programs-application-requirements/sociology-ma/index.php,$50 ,,,,,,,https://shibboleth-idp.collegenet.com/idp/profile/SAML2/Redirect/SSO?SAMLRequest=fZJBb8IgFMe%2FSsNdaauzSqxJp4eZuGms22GXhdKnklDoeHSd337V6tSLNwKP3%2F%2B9H4yRF6pkSeX2eg3fFaDzfgulkZ0OYlJZzQxHiUzzApA5wdLkdcHCrs9Ka5wRRhEvQQTrpNFTo7EqwKZgf6SA9%2FUiJnvnSmSU1nXd5WWpDjVkXWEKinuZZUaB29P0f9lFNPQYEdLVMt0Qb9b0JDU%2F0q%2Bs69WOzMuGphTsQIM7gZst2jS3lQrOqDXk0oJwNE2XxJvPYvIFI8h7fDvqRYN%2BMIQsAx4NwqEY9rNoy4OnpgyxgrlGx7WLSeiHQcePOuFwE%2FgsiFjf%2FyTe6uzgWepc6t1jYVlbhOxls1l12vE%2BwOJptKaATMZH7ewUbG8e4jGWX%2ByTycXPjec7M1wIU2lHx%2FQmqE0t2VtDns9WRklx8BKlTD21wB3EJCB00l65%2FyuTPw%3D%3D&RelayState=https%3A%2F%2Fwww.applyweb.com%2Fshibboleth%2Fgatekeeper%3Fdest%3D%252Fcgi-bin%252Fapp%253Fs%253Duscgrad,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,genetic-counseling-21294,"$36,702 ",24 Months,56,On Campus,https://sc.edu/study/colleges_schools/medicine/education/graduate_programs/genetic_counseling/index.php,,,,,,,,,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,accountancy-25103,"$29,760 ",12 Months,30,On Campus,https://sc.edu/study/colleges_schools/moore/academic_programs/masters_programs/master_of_accountancy/,$50 ,,,,,,,https://applymooregrad.force.com/apply/TX_SiteLogin?startURL=%2Fapply%2FTargetX_Portal__PB,https://sc.edu/study/colleges_schools/moore/academic_programs/masters_programs/master_of_accountancy/tuition_and_fees/macc_financing.php
university-of-south-carolina,economics-25770,"$30,930 ",12 Months,30,On Campus,https://sc.edu/study/colleges_schools/moore/academic_programs/masters_programs/master_of_arts_in_economics/index.php,$50 ,,,,,,,https://applymooregrad.force.com/apply/TX_SiteLogin?startURL=%2Fapply%2FTargetX_Portal__PB,https://sc.edu/study/colleges_schools/moore/academic_programs/masters_programs/master_of_arts_in_economics/tuition_and_fees/index.php
university-of-south-carolina,biomedical-engineering-61398,"$29,760 ",12 Months,30,On Campus,https://sc.edu/study/colleges_schools/engineering_and_computing/study/biomedical_engineering/degree_programs/me/index.php,$50 ,1,1,,7,,,https://engineeringcas2021.liaisoncas.com/applicant-ux/#/login,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,pharmaceutical-sciences-72741,"$21,024 ",24 Months,30,On Campus,https://www.sc.edu/study/colleges_schools/pharmacy/pharmacy_education/pharmaceutical_sciences/masters/index.php,$65 ,,,,,,,https://ssb.onecarolina.sc.edu/BANP/bwskalog.P_DispLoginNon,https://www.sc.edu/study/colleges_schools/pharmacy/pharmacy_education/pharm_d_program/tuition_and_scholarships/index.php
university-of-south-carolina,business-administration--78771,"$40,790 ",12 Months,41,On Campus,https://sc.edu/study/colleges_schools/moore/study/business_administration/fulltime_mba_programs/one_year_mba/,$100 ,,,,,,,https://applymooregrad.force.com/apply/TX_SiteLogin?startURL=%2Fapply%2FTargetX_Portal__PB,https://sc.edu/study/colleges_schools/moore/study/business_administration/fulltime_mba_programs/tuition_and_fees/index.php
university-of-south-carolina,biostatistics-16441,"$22,320 ",24 Months,44,On Campus,https://sc.edu/study/colleges_schools/public_health/study/graduate_degrees/biostatistics/index.php,,,,,,,,,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,chemistry-16612,"$29,760 ",24 Months,30,On Campus,http://gradschool.sc.edu/prospective/graduate_programs.asp?page=po&type=M&PROG_ID=28#28,$50 ,,,,,,,https://shibboleth-idp.collegenet.com/idp/profile/SAML2/Redirect/SSO?SAMLRequest=fZJBT8MgFMe%2FSsO9g2Krk6xLpju4ZLpmnR68GMreHAmFyqNWv73dOnVevBF4%2FP7v%2FWCCsjaNmLVhb9fw1gKG6KM2FsXxICett8JJ1CisrAFFUKKc3S8FHzHReBeccoZEM0TwQTt76yy2NfgS%2FLtW8Lhe5mQfQoOC0q7rRrJpzGcH1Ui5muJeV5UzEPa0%2FFmOEB09RHBarMoNieZ9T9rKA%2F2X9Xs11tumpxkDr2AhHMH9Fu2b22kDJ9QattqDCrQsVyRazHPyInfAM56wcZamY3Z9zXcX6WXKsqRKlOKK9WWILSwsBmlDTjjjScyuYj7esEvBMpGlzyQqTg5utN1q%2B%2Fq%2FsGooQnG32RTxMN4TeDyO1heQ6eSgXRyD%2FdlD%2FI%2BV3%2FbJ9NvPmec%2FZqRSrrWBTuhZ0JDaiIeevJgXzmj1Gc2Mcd2tBxkgJwmh0%2BHK378y%2FQI%3D&RelayState=https%3A%2F%2Fwww.applyweb.com%2Fshibboleth%2Fgatekeeper%3Fdest%3D%252Fcgi-bin%252Fapp%253Fs%253Duscgrad,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,biomedical-sciences-16380,"$14,880 ",24 Months,32,On Campus,https://sc.edu/study/colleges_schools/medicine/education/graduate_programs/biomedical_sciences/masters_program/index.php,,,,,,,,,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,physician-assistant-15515,"$40,843 ",27 Months,112,On Campus,https://sc.edu/study/colleges_schools/medicine/education/graduate_programs/physician_assistant/index.php,,,,,,,,,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,entry-to-practice-nursing-15232,"$37,200 ",24 Months,76,On Campus,,$50 ,,,,,,,https://www.applyweb.com/uscgrad/index.ftl,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,creative-writing-19892,"$29,760 ",36 Months,45,On Campus,https://sc.edu/study/colleges_schools/artsandsciences/english_language_and_literature/study/graduate/mfa_program/index.php,$50 ,,,,,,,https://shibboleth-idp.collegenet.com/idp/profile/SAML2/Redirect/SSO?SAMLRequest=fZLLbsIwEEV%2FJfKeOCTlZZFIFBZFogUR2kU3leMMYMmxU4%2FTlL9vIFBgw86yx%2BfOHHuMvFAlm1Rur9fwXQE677dQGtnpICaV1cxwlMg0LwCZEyydvC5Y6AestMYZYRTxJohgnTR6ajRWBdgU7I8U8L5exGTvXImM0rqufV6W6lBD5gtTUNzLLDMK3J6m%2F0sf0dBjREhXy3RDvFnTk9T8SL%2Byrlc7Mi8bmlKwAw3uBG62aNPcVio4o9aQSwvC0TRdEm8%2Bi8lXNBr2oT%2Fqd6Mg2vIoG3Dez8VI5JnoAY%2BGTRliBXONjmsXkzAIu51g0AmHm27Aej32FHwSb3V28Cx1LvXusbCsLUL2stmsOu14H2DxNFpTQJLxUTs7Bdubh3iM5Rf7JLn4ufF8Z4YLYSrt6JjeBLWpJXtryPPZyigpDt5EKVNPLXAHMekSmrRX7v9K8gc%3D&RelayState=https%3A%2F%2Fwww.applyweb.com%2Fshibboleth%2Fgatekeeper%3Fdest%3D%252Fcgi-bin%252Fapp%253Fs%253Duscgrad,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,english-&-american-literature-20995,"$14,880 ",24 Months,30,On Campus,https://www.sc.edu/study/colleges_schools/artsandsciences/english_language_and_literature/study/graduate/ma_programs/ma_english_and_american_literature/index.php,$50 ,,,,,,,https://www.applyweb.com/uscgrad/index.ftl,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,social-work-22856,"$29,760 ",24 Months,42,On Campus,https://www.sc.edu/study/colleges_schools/socialwork/study/master_of_social_work/index.php,,,,,,,,,sc.edu/study/colleges_schools/socialwork/study/master_of_social_work/tuition_and_fees/index.php
ruhr-university-bochum,european-in-human-rights-and-democratization--38845,"€5,650",12 Months,60,On Campus,https://gchumanrights.org/education/regional-programmes/ema/prospective-students/structure-degree.html,NA,,,,,,,https://apply.gchumanrights.org/en_GB/courses/course/252-ema-european-masters-programme-human-rights-and-democratisation,https://gchumanrights.org/education/regional-programmes/ema/prospective-students/fees-expenses.html
university-of-south-carolina,philosophy-23345,"$29,760 ",24 Months,30,On Campus,https://sc.edu/study/colleges_schools/artsandsciences/philosophy/study/graduate/index.php,$50 ,,,,,,,https://shibboleth-idp.collegenet.com/idp/profile/SAML2/Redirect/SSO?SAMLRequest=fZJdb8IgFIb%2FSsO9UtFGR2wTpxczcdNYt4vdLJSeKgmFjkPX%2Be9Xv6beeEfg8LznPDBGUeqKT2q%2FM2v4rgF98Ftqg%2Fx4EJPaGW4FKuRGlIDcS55OXhecdUNeOeuttJoEE0RwXlkztQbrElwK7kdJeF8vYrLzvkJOadM0XVFVet9A1pW2pLhTWWY1%2BB1N%2F5ddREsPEYyulumGBLO2J2XEgX5lXa92VF61NK1hCwb8Edxu0ba5Qmk4o9aQKwfS0zRdkmA%2Bi8lXEeY9GeVFxGSeF%2F2sx2QYZWE0KJ5GTIxEW4ZYw9ygF8bHhIWs1wmHHTbahAPO%2BjwafpJgdXbwrEyuzPaxsOxUhPxls1l1TuN9gMPjaG0BScYH7fwY7G4e4jFWXOyT5OLnxvOdGSGlrY2nY3oTdEqt%2BFtLns9WViu5DyZa22bqQHiISY%2FQ5HTl%2Fq8kfw%3D%3D&RelayState=https%3A%2F%2Fwww.applyweb.com%2Fshibboleth%2Fgatekeeper%3Fdest%3D%252Fcgi-bin%252Fapp%253Fs%253Duscgrad,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
concordia-university-chicago,computer-science-78511,"$17,155 ",24 Months,36,On Campus,https://www.cuchicago.edu/academics/colleges/college-of-health-science--technology/division-of-natural-math--computer-sciences/computer-science-ms/,NA,,,,,,,https://capp.cuchicago.edu/graduate/apply/,https://www.cuchicago.edu/admission-aid/undergraduate-admission-aid/tuition-and-payments/
kyoto-university,management-of-civil-infrastructure-50006,"JP¥5,35,800",24 Months,30,On Campus,https://www.ce.t.kyoto-u.ac.jp/mci/en/,NA,,,,,,,,https://www.ce.t.kyoto-u.ac.jp/mci/en/admission/Tuition
university-of-south-carolina,earth-and-environmental-resources-management-28254,"$18,600 ",24 Months,36,On Campus,https://sc.edu/study/colleges_schools/artsandsciences/earth_ocean_and_environment/study/graduate/index.php,,,,,,,,,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
university-of-south-carolina,physical-education-23393,"$29,760 ",24 Months,45,On Campus,https://www.sc.edu/study/colleges_schools/education/study/become_a_teacher/physical_education/physical_education_mat/index.php,,,,,,,,,https://www.sc.edu/about/offices_and_divisions/bursar/tuition_and_required_fees/index.php
bangor-university,advanced-data-science-68310,"£16,000",12 Months,NA,On Campus,https://www.bangor.ac.uk/courses/postgraduate/advanced-data-science-msc,NA,1,1,1,7,,,https://apps.bangor.ac.uk/applicant/,https://www.bangor.ac.uk/international/fees
new-england-college,applied-data-analytics-74964,"A$21,204",12 Months,36,On Campus,,,,,,,,,,https://www.nec.edu/admission/financial-aid/graduate-sfs/cost-of-attendance/
bangor-university,computing-52902,"£16,300",12 Months,NA,On Campus,https://www.bangor.ac.uk/courses/postgraduate-taught/computing-msc,NA,,,,,,,https://apps.bangor.ac.uk/applicant/,https://www.bangor.ac.uk/student-administration/fees/index
california-state-university-long-beach,computer-engineering-1869,"$35,952 ",18 Months,32,On Campus,http://web.csulb.edu/divisions/aa/catalog/current/coe/computer_engineering/cecsms02.html,NA,45,13,148,306,83,7,https://calstate.liaisoncas.com/applicant-ux/#/login,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,electrical-engineering-1871,"$31,620 ",24 Months,30,On Campus,http://www.csulb.edu/college-of-engineering/electrical-engineering,$70 ,145,69,114,303,89,7,https://calstate.liaisoncas.com/applicant-ux/#/login,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,civil-engineering-1868,"$25,423 ",24 Months,30,On Campus,http://www.csulb.edu/college-of-engineering/civil-engineering-construction-engineering-management,NA,55,34,71,303,96,6,https://calstate.liaisoncas.com/applicant-ux/#/login,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,mechanical-engineering-1872,"$15,208 ",24 Months,30,On Campus,http://www.csulb.edu/college-of-engineering/mae-graduate-programs,$70 ,44,24,26,301,91,7,https://calstate.liaisoncas.com/applicant-ux/#/login,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,applied-math-15943,"$19,340 ",24 Months,30,On Campus,https://www.csulb.edu/mathematics-statistics/applied-math-graduate-program,$70 ,,,,,,,https://www2.calstate.edu/apply/graduate,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,aerospace-engineering-1867,"$18,780 ",24 Months,30,On Campus,http://www.csulb.edu/college-of-engineering/mae-graduate-programs,$70 ,12,7,12,309,102,7,https://calstate.liaisoncas.com/applicant-ux/#/login,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,supply-chain-management-46127,"$19,340 ",24 Months,NA,On Campus,https://www.cpie.csulb.edu/continuinged/course_listing/programdescription.aspx?ProgramID=197&content=2,,1,1,12,303,84,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,physics-18369,"$19,340 ",24 Months,31,On Campus,http://www.csulb.edu/physics-astronomy/graduate-programs,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,communication-19526,"$19,340 ",24 Months,30,On Campus,http://www.cla.csulb.edu/departments/communicationstudies/master-of-arts/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,microbiology-18072,"$19,340 ",24 Months,30,On Campus,http://www.csulb.edu/biological-sciences/graduate-programs,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,education-20320,"$19,340 ",24 Months,30,On Campus,https://www.csulb.edu/college-of-education,,1,1,1,304,87,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,economics-25788,"$19,340 ",24 Months,30,On Campus,http://www.cla.csulb.edu/departments/economics/csulb-ma-in-economics/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,biochemistry-16057,"$19,340 ",24 Months,30,On Campus,http://www.csulb.edu/chemistry-biochemistry/undergraduate-degree-programs,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,biology-16264,"$19,340 ",24 Months,30,On Campus,https://web.csulb.edu/depts/biology/students/msbiolmicr_apply.htm,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,chemistry-16640,"$19,340 ",24 Months,30,On Campus,http://www.csulb.edu/chemistry-biochemistry/graduate-degree-programs,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,geographic-information-science-17372,"$19,340 ",24 Months,30,On Campus,https://www.cpie.csulb.edu/continuinged/course_listing/programdescription.aspx?ProgramID=153,,1,1,,307,7,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,english-21033,"$19,340 ",24 Months,30,On Campus,http://www.cla.csulb.edu/departments/english/ma/applying-and-admissions/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,industrial-and-organizational-psychology-21782,"$19,340 ",24 Months,36,On Campus,http://www.cla.csulb.edu/departments/psychology/ms-industrial-organizational/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,psychological-research-27693,"$19,340 ",24 Months,30,On Campus,http://www.cla.csulb.edu/departments/psychology/ma-research/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,theater-arts-28614,"$30,794 ",24 Months,60,On Campus,http://web.csulb.edu/colleges/cota/theatre/programs/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,accountancy-25115,"$34,783 ",11 Months,30,On Campus,https://www.csulb.edu/cob-graduate-programs/ms-programs/ms-accountancy,,,,,,,,,https://www.csulb.edu/cob-graduate-programs/ms-programs/ms-accountancy
california-state-university-long-beach,finance-75260,"$30,700 ",12 Months,30,On Campus,https://www.csulb.edu/cob-graduate-programs/ms-programs/ms-finance,$70 ,,,,,,,https://www2.calstate.edu/apply,https://www.csulb.edu/cob-graduate-programs/ms-programs/msf-program-cost
california-state-university-long-beach,german-21336,"$19,340 ",24 Months,30,On Campus,http://www.cla.csulb.edu/departments/rgrll/german/m-a-in-german-studies/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,emergency-services-administration-28267,"$19,340 ",24 Months,32,On Campus,https://www.cpie.csulb.edu/continuinged/course_listing/programdescription.aspx?ProgramID=173,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,geography-17426,"$19,340 ",24 Months,30,On Campus,http://www.csulb.edu/colleges/cla/departments/geography/graduate/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,global-logistics-28317,"$19,340 ",24 Months,33,On Campus,http://www.cla.csulb.edu/departments/linguistics/graduate-program-admissions/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,italian-21877,"$19,340 ",24 Months,30,On Campus,http://www.csulb.edu/george-l-graziadio-center-for-italian-studies/programs/programs#the-ma-in-italian-studies,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,history-21607,"$19,340 ",24 Months,30,On Campus,http://www.cla.csulb.edu/departments/history/graduate-studies/graduate-application/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
california-state-university-long-beach,linguistics-22093,"$19,340 ",24 Months,33,On Campus,http://www.cla.csulb.edu/departments/linguistics/ma-program/,,,,,,,,,https://www.csulb.edu/financial-aid/graduate-programs-costs-overview
university-of-st-andrews,data-intensive-analysis-61856,"£24,240",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/statistics/data-intensive-analysis-msc/#52342,£75,6,5,3,310,89,8,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTSSFCSCXDIA&code2=0006,https://www.st-andrews.ac.uk/subjects/statistics/data-intensive-analysis-msc/#d.en.93541
university-of-st-andrews,computer-science-67605,"£25,450",12 Months,120,On Campus,https://www.st-andrews.ac.uk/subjects/computer-science/computer-science-msc/,£75,2,2,8,310,108,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_lgn?htv=_asy,https://www.st-andrews.ac.uk/subjects/computer-science/computer-science-msc/#d.en.94066
university-of-st-andrews,artificial-intelligence-53632,"£24,240",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/computer-science/artificial-intelligence-msc/,£70,5,4,1,306,8,,https://www.st-andrews.ac.uk/study/apply/,https://www.st-andrews.ac.uk/subjects/computer-science/artificial-intelligence-msc/#d.en.94096
university-of-st-andrews,advanced-computer-science-60645,"£21,990",12 Months,180,On Campus,https://www.st-andrews.ac.uk/subjects/computer-science/advanced-computer-science-msc/,,2,2,2,7,,,,https://www.st-andrews.ac.uk/subjects/computer-science/advanced-computer-science-msc/
university-of-st-andrews,human-resource-management-60651,"£24,240",12 Months,180,On Campus,https://www.st-andrews.ac.uk/subjects/management/human-resource-management-mlitt/,£75,,,,,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTALFMGTXHRM&code2=0020,https://www.st-andrews.ac.uk/subjects/management/human-resource-management-mlitt/#d.en.91677
university-of-st-andrews,information-technology-and-management-53635,"£24,240",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/computer-science/it-management-msc/,NA,1,1,1,8,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTSSFCSCXMGT&code2=0003,https://www.st-andrews.ac.uk/subjects/computer-science/it-management-msc/
university-of-st-andrews,human-computer-interaction-53633,"£23,090",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/computer-science/human-computer-interaction-msc/,NA,,,,,,,https://www.st-andrews.ac.uk/study/apply/,https://www.st-andrews.ac.uk/subjects/computer-science/human-computer-interaction-msc/
university-of-st-andrews,information-technology-53634,"£23,090",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/computer-science/information-technology-msc/,NA,1,1,,106,,,https://www.st-andrews.ac.uk/study/apply/,https://www.st-andrews.ac.uk/subjects/computer-science/information-technology-msc/
university-of-st-andrews,chemical-sciences-60644,"£24,240",12 Months,180,On Campus,https://www.st-andrews.ac.uk/subjects/chemistry/chemical-science-msc/,£75,,,,,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTSSFCHMXCHS&code2=0012,https://www.st-andrews.ac.uk/subjects/chemistry/chemical-science-msc/#d.en.98222
university-of-st-andrews,creative-writing-60649,"£20,370",12 Months,180,On Campus,https://www.st-andrews.ac.uk/subjects/english/creative-writing-mlitt/,£70,,,,,,,https://portal.st-andrews.ac.uk/postgrad-application/index.php?m=course&dept=20SCENG,https://www.st-andrews.ac.uk/subjects/english/creative-writing-mlitt/#d.en.98608
university-of-st-andrews,finance-and-management-60650,"£25,450",12 Months,180,On Campus,https://www.st-andrews.ac.uk/subjects/management/finance-management-msc/,NA,,,,,,,https://portal.st-andrews.ac.uk/postgrad-application/index.php?m=course&dept=20SCMAN,https://www.st-andrews.ac.uk/subjects/management/finance-management-msc/
university-of-st-andrews,international-business-60652,"£21,990",12 Months,180,On Campus,https://www.st-andrews.ac.uk/subjects/management/international-business-mlitt/,£70,,,,,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTALFMGTXIBS&code2=0020,https://www.st-andrews.ac.uk/subjects/management/international-business-mlitt/
university-of-st-andrews,management-60653,"£24,240",12 Months,180,On Campus,https://www.st-andrews.ac.uk/subjects/management/management-mlitt/,£70,,,,,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTALFMGTXMGT&code2=0020,https://www.st-andrews.ac.uk/subjects/management/management-mlitt/#d.en.91711
university-of-st-andrews,philosophy-60655,"£20,370",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/philosophy/philosophy-mlitt/,£70,,,,,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTALFPHICPHI&code2=0014,https://www.st-andrews.ac.uk/subjects/philosophy/philosophy-mlitt/#d.en.92484
university-of-st-andrews,astrophysics-60656,"£24,240",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/physics/astrophysics-msc/,£70,,,,,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTSSFPHYXAPH&code2=0006,https://www.st-andrews.ac.uk/subjects/physics/astrophysics-msc/
university-of-st-andrews,marketing-60654,"£24,240",12 Months,180,On Campus,https://www.st-andrews.ac.uk/subjects/management/marketing-mlitt/,£70,,,,,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTALFMGTXMKG&code2=0020,https://www.st-andrews.ac.uk/subjects/management/marketing-mlitt/#d.en.91728
university-of-st-andrews,neuroscience-53631,"£24,240",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/neuroscience/neuroscience-mres/,£70,,,,,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTSCDPSYXDEM&code2=0012,https://www.st-andrews.ac.uk/subjects/neuroscience/neuroscience-mres/#d.en.92284
university-of-st-andrews,mathematics-53639,"£20,370",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/mathematics/mathematics-msc/,£70,,,,,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTSSFMTHXMTH&code2=0015,https://www.st-andrews.ac.uk/subjects/mathematics/mathematics-msc/#d.en.91937
university-of-st-andrews,software-engineering-53636,"£24,240",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/computer-science/software-engineering-msc/,NA,,,,,,,https://www.st-andrews.ac.uk/study/apply/,https://www.st-andrews.ac.uk/subjects/computer-science/software-engineering-msc/
university-of-st-andrews,sustainable-development-53641,"£25,450",12 Months,180,On Campus,https://www.st-andrews.ac.uk/subjects/sustainable-development/sustainable-development-msc/,£50,,,,,,,https://portal.st-andrews.ac.uk/postgrad-application/index.php?m=course&dept=20SCGRAD,https://www.st-andrews.ac.uk/subjects/sustainable-development/sustainable-development-msc/
university-of-st-andrews,statistics-53640,"£20,370",12 Months,NA,On Campus,https://www.st-andrews.ac.uk/subjects/statistics/statistics-msc/,£75,,,,,,,https://e-vision.st-andrews.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=DTSSFMTHXSTA&code2=0015,https://www.st-andrews.ac.uk/subjects/statistics/statistics-msc/#d.en.93508
university-of-melbourne,computer-science-31972,"A$49,528",24 Months,200,On Campus,https://study.unimelb.edu.au/find/courses/graduate/master-of-computer-science/what-will-i-study/,A$100,54,45,191,314,100,7,https://prod.ss.unimelb.edu.au/student/SM/eApplications/eAppLogin.aspx?r=&f=%23UM.EAP.CI2LOGIN.WEB,https://study.unimelb.edu.au/find/courses/graduate/master-of-computer-science/fees/
university-of-melbourne,engineering-management-32726,"A$44,736",12 Months,100,On Campus,https://study.unimelb.edu.au/find/courses/graduate/master-of-engineering-management/,A$100,11,11,129,310,99,8,https://prod.ss.unimelb.edu.au/student/SM/eApplications/eAppLogin.aspx?r=&f=%23UM.EAP.CI2LOGIN.WEB,https://study.unimelb.edu.au/find/courses/graduate/master-of-engineering-management/fees/
university-of-melbourne,information-systems-32096,"A$49,528",24 Months,200,On Campus,https://study.unimelb.edu.au/find/courses/graduate/master-of-information-systems/,A$100,20,20,30,309,105,7,https://prod.ss.unimelb.edu.au/student/SM/eApplications/eAppLogin.aspx?r=&f=%23UM.EAP.CI2LOGIN.WEB,https://study.unimelb.edu.au/find/courses/graduate/master-of-information-systems/fees/
university-of-melbourne,information-technology-32017,"A$45,855",24 Months,NA,On Campus,https://study.unimelb.edu.au/find/courses/graduate/master-of-information-technology/,A$100,26,25,22,311,98,7,https://prod.ss.unimelb.edu.au/student/SM/eApplications/eAppLogin.aspx?r=&f=%23UM.EAP.CI2LOGIN.WEB,https://study.unimelb.edu.au/find/courses/graduate/master-of-information-technology/fees/
