university_name,course_name,Annual Tuition Fee*,Course Duration,Course Credits,Delivery Medium,Course Link,Application Fee,Yocketers have applied,Yocketers got admits,Yocketers are interested,GRE,TOEFL,IELTS,Application Link,Tuition Link
imperial-college-london,mechanical-engineering-62295,"£31,750",48 Months,240,On Campus,https://www.imperial.ac.uk/study/ug/courses/mechanical-engineering-department/mechanical-engineering-meng/,,,,,,,,,https://www.imperial.ac.uk/study/ug/courses/mechanical-engineering-department/mechanical-engineering-meng/#tuition-fees-and-funding
imperial-college-london,"innovation,-entrepreneurship-&-management-78281","£30,700",12 Months,90,On Campus,https://www.imperial.ac.uk/business-school/programmes/msc-innovation-entrepreneurship-management/programme/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=/Apply/,https://www.imperial.ac.uk/business-school/programmes/msc-innovation-entrepreneurship-management/fees-and-funding/
imperial-college-london,optics-and-photonics-76226,"£29,900",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/physics/optics-photonics/,,,,,,,,,https://www.imperial.ac.uk/study/pg/physics/optics-photonics/
imperial-college-london,cancer-technology-77274,"£34,000",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/bioengineering/cancer-technology/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.49257762.565270240.1620404708-578762483.1620404708,https://www.imperial.ac.uk/study/pg/bioengineering/cancer-technology/
imperial-college-london,investment-&-wealth-management-78286,"£39,000",12 Months,90,On Campus,https://www.imperial.ac.uk/business-school/programmes/msc-investment-wealth-management/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=/Apply/,https://www.imperial.ac.uk/business-school/programmes/msc-investment-wealth-management/fees-and-funding/
imperial-college-london,physics-with-nanophotonics-78298,"£29,900",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/physics/physics-nanophotonics/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.34295905.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/physics/physics-nanophotonics/
imperial-college-london,soft-electronic-materials-78302,"£34,250",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/physics/soft-electronic-materials/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.15891446.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/physics/soft-electronic-materials/
imperial-college-london,machine-learning-and-big-data-in-the-physical-sciences-78306,"£34,250",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/physics/machine-learning-physical-sciences/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.15891446.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/physics/machine-learning-physical-sciences/
imperial-college-london,human-molecular-genetics-78325,"£36,700",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/human-molecular-genetics/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.186848488.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/medicine/human-molecular-genetics/
imperial-college-london,applied-genomics-78326,"£36,700",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/applied-genomics/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.227176541.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/medicine/applied-genomics/
imperial-college-london,advanced-molecular-synthesis-78312,"£34,000",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/chemistry/molecular-synthesis/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.221517912.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/chemistry/molecular-synthesis/
imperial-college-london,health-data-analytics-and-machine-learning-78316,"£36,700",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/health-data-analytics/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.159019258.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/medicine/health-data-analytics/
imperial-college-london,epidemiology-78321,"£36,700",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/epidemiology/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.28513660.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/medicine/epidemiology/
imperial-college-london,medical-ultrasound-78322,"£36,700",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/medical-ultrasound/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.267999310.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/medicine/medical-ultrasound/
imperial-college-london,#NAME?,"£36,700",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/genomic-medicine/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.164312319.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/medicine/genomic-medicine/
imperial-college-london,cardiovascular-and-respiratory-healthcare-78324,"£36,700",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/cardiovascular-healthcare/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.258218058.1195841688.1623128848-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/medicine/cardiovascular-healthcare/
imperial-college-london,molecular-medicine-78327,"£36,700",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/molecular-medicine/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.15759030.1679906770.1623041357-423368158.1622621570,https://www.imperial.ac.uk/study/pg/medicine/molecular-medicine/
imperial-college-london,metals-and-energy-finance-78329,"£37,500",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/earth-science/metals-energy-finance/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.162692604.1357495311.1622715316-1345401205.1622715316,https://www.imperial.ac.uk/study/pg/earth-science/metals-energy-finance/
imperial-college-london,digital-chemistry-78331,"£34,000",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/chemistry/digital-chemistry/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.67204433.1357495311.1622715316-1345401205.1622715316,https://www.imperial.ac.uk/study/pg/chemistry/digital-chemistry/
imperial-college-london,human-and-biological-robotics-78332,"£34,000",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/bioengineering/human-and-biological-robotics-msc/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.247753543.1706908355.1622784520-1616984752.1622784520,http://www.imperial.ac.uk/study/pg/bioengineering/human-and-biological-robotics-msc/
imperial-college-london,international-health-management-51088,"£30,700",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/business-school/international-health-management/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=/Apply/,https://www.imperial.ac.uk/study/pg/business-school/international-health-management/
imperial-college-london,communications-and-signal-processing-78339,"£34,000",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/electrical-engineering/communications-signal-processing/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.252125897.1706908355.1622784520-1616984752.1622784520,http://www.imperial.ac.uk/study/pg/electrical-engineering/communications-signal-processing/
imperial-college-london,experimental-neuroscience-78341,"£36,650",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/experimental-neuroscience/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.209367442.1679906770.1623041357-423368158.1622621570,https://www.imperial.ac.uk/study/pg/medicine/experimental-neuroscience/
imperial-college-london,engineering-for-biomedicine-78337,"£34,000",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/bioengineering/engineering-biomedicine/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.54406760.1706908355.1622784520-1616984752.1622784520,http://www.imperial.ac.uk/study/pg/bioengineering/engineering-biomedicine/
imperial-college-london,ecological-applications-51080,"£25,200",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/life-sciences/ecological-applications/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.30791487.1298808671.1623215545-512384561.1623215545,https://www.imperial.ac.uk/study/pg/life-sciences/ecological-applications/
imperial-college-london,cancer-informatics-51074,"£36,650",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/cancer-informatics/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.148646135.1701154792.1615180652-1161795871.1615180652,https://www.imperial.ac.uk/study/pg/medicine/cancer-informatics/
imperial-college-london,biosystematics-51071,"£25,200",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/life-sciences/biosystematics/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.148646135.1701154792.1615180652-1161795871.1615180652,https://www.imperial.ac.uk/study/pg/life-sciences/biosystematics/
imperial-college-london,advanced-chemical-engineering-with-biotechnology-75914,"£34,000",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/chemical-engineering/biotechnology/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.209789269.1701154792.1615180652-1161795871.1615180652,https://www.imperial.ac.uk/study/pg/chemical-engineering/biotechnology/
imperial-college-london,tropical-forest-ecology-76212,"£28,300",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/life-sciences/tropical-forest-ecology/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f,https://www.imperial.ac.uk/study/pg/life-sciences/tropical-forest-ecology/
imperial-college-london,electronic-materials-76217,"£34,250",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/physics/soft-electronic-materials/,,,,,,,,,https://www.imperial.ac.uk/study/pg/physics/soft-electronic-materials/
imperial-college-london,systems-and-synthetic-biology-76214,"£31,200",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/life-sciences/systems-synthetic-biology-mres/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f,https://www.imperial.ac.uk/study/pg/life-sciences/systems-synthetic-biology-mres/
imperial-college-london,structural-molecular-biology-76216,"£31,200",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/life-sciences/structural-molecular-biology/,,,,,,,,,https://www.imperial.ac.uk/study/pg/life-sciences/structural-molecular-biology/
imperial-college-london,science-media-production-76219,"£23,000",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/science-communication/science-media-production/,,,,,,,,,https://www.imperial.ac.uk/study/pg/science-communication/science-media-production/
imperial-college-london,science-communication-76220,"£23,000",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/science-communication/science-communication/,£80,,,,,,,https://www.imperial.ac.uk/study/pg/science-communication/science-communication/,https://www.imperial.ac.uk/study/pg/science-communication/science-communication/
imperial-college-london,biomedical-research-76221,"£36,650",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/respiratory-and-cardiovascular-science/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f,https://www.imperial.ac.uk/study/pg/medicine/respiratory-and-cardiovascular-science/
imperial-college-london,reproductive-and-developmental-biology-76223,"£36,700",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/medicine/reproductive-developmental-biology/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f,https://www.imperial.ac.uk/study/pg/medicine/reproductive-developmental-biology/
imperial-college-london,physics-with-quantum-dynamics-76224,"£31,700",12 Months,NA,On Campus,https://www.imperial.ac.uk/study/pg/physics/physics-quantum-dynamics/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.134190094.1298808671.1623215545-512384561.1623215545,https://www.imperial.ac.uk/study/pg/physics/physics-quantum-dynamics/
imperial-college-london,neurotechnology-76227,"£34,000",12 Months,90,On Campus,https://www.imperial.ac.uk/study/pg/bioengineering/neurotechnology-mres/,£80,,,,,,,https://imperialuk.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply%2f&_ga=2.209997653.1706908355.1622784520-1616984752.1622784520,https://www.imperial.ac.uk/study/pg/bioengineering/neurotechnology-mres/
northwestern-university,computer-science-313,"$80,080 ",9 Months,NA,On Campus,https://www.mccormick.northwestern.edu/computer-science/academics/graduate/masters/,$95 ,90,37,642,321,106,8,https://www.applyweb.com/nugrad/index.ftl,https://www.northwestern.edu/sfs/tuition/graduate/the-graduate-school.html
northwestern-university,analytics-2563,"$77,376 ",15 Months,45,On Campus,https://www.mccormick.northwestern.edu/analytics/,$95 ,121,12,214,325,111,7,https://www.applyweb.com/nugrad/index.ftl,https://www.mccormick.northwestern.edu/analytics/admissions/tuition-financial-aid.html
northwestern-university,electrical-engineering-314,"$80,080 ",12 Months,NA,On Campus,https://www.mccormick.northwestern.edu/electrical-computer/academics/graduate/masters/electrical-engineering.html,$95 ,20,12,382,323,112,,https://www.applyweb.com/nugrad/index.ftl,https://www.northwestern.edu/sfs/tuition/graduate/the-graduate-school.html
northwestern-university,engineering-management-25845,"$76,032 ",9 Months,12,On Campus,https://www.mccormick.northwestern.edu/engineering-management/,$50 ,77,43,315,318,109,8,https://www.applyweb.com/nugrad/index.ftl,https://www.mccormick.northwestern.edu/engineering-management/overview/tuition/
northwestern-university,mechanical-engineering-316,"$60,060 ",12 Months,NA,On Campus,https://www.mccormick.northwestern.edu/mechanical/academics/graduate/prospective-masters/,$95 ,50,28,248,324,110,8,https://www.applyweb.com/nugrad/index.ftl,https://www.northwestern.edu/sfs/tuition/graduate/the-graduate-school.html
northwestern-university,civil-and-environmental-engineering-312,"$60,060 ",12 Months,NA,On Campus,https://www.mccormick.northwestern.edu/civil-environmental/academics/graduate/,NA,12,6,227,308,110,7,https://shibboleth-idp.collegenet.com/idp/profile/SAML2/Redirect/SSO?SAMLRequest=fZJBb4IwFMe%2FCuldC4hRGiFxepiJm0bcDrsspT6lSWlZXxnbtx%2BKTr14a9rX3%2F%2B9XztBXqqKTWtX6A181YDO%2BymVRnY6SEhtNTMcJTLNS0DmBMumL0sW9n1WWeOMMIp4U0SwTho9MxrrEmwG9lsKeNssE1I4VyGjtGmaPq8q9dtA3hempFjIPDcKXEGz%2F2Uf0dBjREjXq2xLvHnbk9T8SL%2Byrld7cle1NKXgABrcCdxu0ba5vVRwRm1gJy0IR7NsRbzFPCGf0XA%2FGAdxHsMojgZ5PArHcSDGYpBDNIh3UVuGWMNCo%2BPaJST0Q7%2FnD3t%2BtA0CFoRsGH0Qb3128CT1TurDY2F5V4Tsebtd97rx3sHiabS2gKSTo3Z2CrY3D%2FEYyy%2F2SXrxc%2BP5zgwXwtTa0Qm9CepSK%2FbakhfztVFS%2FHpTpUwzs8AdJCQgNO2u3P%2BV9A8%3D&RelayState=https%3A%2F%2Fwww.applyweb.com%2Fshibboleth%2Fgatekeeper%3Fdest%3D%252Fcgi-bin%252Fapp%253Fs%253Dnugrad,https://www.northwestern.edu/sfs/tuition/graduate/the-graduate-school.html
northwestern-university,robotics-1082,"$79,152 ",12 Months,15,On Campus,https://www.mccormick.northwestern.edu/robotics/overview/,$95 ,33,4,92,323,112,8,https://www.applyweb.com/nugrad/index.ftl,https://www.mccormick.northwestern.edu/robotics/overview/tuition-financial-aid.html
northwestern-university,chemical-&-biological-engineering-311,"$80,080 ",9 Months,NA,On Campus,https://www.mccormick.northwestern.edu/chemical-biological/academics/graduate/chemical-biological-engineering-ms/,$95 ,17,6,127,322,109,,https://shibboleth-idp.collegenet.com/idp/profile/SAML2/Redirect/SSO?SAMLRequest=fZJBb4IwFMe%2FCuldC4hRGiFxepiJm0bcDrsspT6lSWlZXxnbtx%2BKTr14a9rX3%2F%2B9XztBXqqKTWtX6A181YDO%2BymVRnY6SEhtNTMcJTLNS0DmBMumL0sW9n1WWeOMMIp4U0SwTho9MxrrEmwG9lsKeNssE1I4VyGjtGmaPq8q9dtA3hempFjIPDcKXEGz%2F2Uf0dBjREjXq2xLvHnbk9T8SL%2Byrld7cle1NKXgABrcCdxu0ba5vVRwRm1gJy0IR7NsRbzFPCGf0XA%2FGAdxHsMojgZ5PArHcSDGYpBDNIh3UVuGWMNCo%2BPaJST0Q7%2FnD3t%2BtA0CFoRsGH0Qb3128CT1TurDY2F5V4Tsebtd97rx3sHiabS2gKSTo3Z2CrY3D%2FEYyy%2F2SXrxc%2BP5zgwXwtTa0Qm9CepSK%2FbakhfztVFS%2FHpTpUwzs8AdJCQgNO2u3P%2BV9A8%3D&RelayState=https%3A%2F%2Fwww.applyweb.com%2Fshibboleth%2Fgatekeeper%3Fdest%3D%252Fcgi-bin%252Fapp%253Fs%253Dnugrad,https://www.northwestern.edu/sfs/tuition/graduate/the-graduate-school.html
northwestern-university,biomedical-engineering-317,"$58,029 ",12 Months,12,On Campus,https://www.mccormick.northwestern.edu/biomedical/academics/graduate/masters/,$95 ,19,11,108,319,97,8,https://www.applyweb.com/nugrad/index.ftl,https://www.northwestern.edu/sfs/tuition/graduate/the-graduate-school.html
northwestern-university,materials-science-&-engineering-1079,"$58,029 ",12 Months,12,On Campus,http://www.mccormick.northwestern.edu/materials-science/graduate/,$95 ,21,8,47,325,114,8,https://www.applyweb.com/nugrad/index.ftl,https://www.northwestern.edu/sfs/tuition/graduate/the-graduate-school.html
northwestern-university,computer-engineering-1078,"$60,080 ",12 Months,12,On Campus,https://www.mccormick.northwestern.edu/electrical-computer/academics/graduate/masters/computer-engineering.html,$95 ,16,12,54,320,110,,https://www.applyweb.com/nugrad/index.ftl,https://www.northwestern.edu/sfs/tuition/graduate/the-graduate-school.html
northwestern-university,engineering-design-innovation-28669,"$51,581 ",18 Months,16,On Campus,http://design.northwestern.edu/engineering-design-innovation/,$95 ,4,1,27,326,109,,https://www.applyweb.com/nugrad/index.ftl,https://design.northwestern.edu/engineering-design-innovation/admissions/
northwestern-university,information-technology-1081,"$70,548 ",12 Months,12,On Campus,https://www.mccormick.northwestern.edu/information-technology/study-options/full-time/,$50 ,9,8,40,316,101,8,https://www.applyweb.com/nugrad/index.ftl,https://www.mccormick.northwestern.edu/information-technology/study-options/full-time/tuition-financial-aid.html
northwestern-university,artificial-intelligence-55315,NA,15 Months,NA,On Campus,https://www.mccormick.northwestern.edu/artificial-intelligence/,$75 ,16,7,31,321,107,,https://pmp-application.mccormick.northwestern.edu/frontend/login/,https://www.mccormick.northwestern.edu/artificial-intelligence/admissions/tuition-financial-aid.html
northwestern-university,mba-58530,"$38,184 ",24 Months,29,On Campus,https://www.kellogg.northwestern.edu/programs/full-time-mba/two-year-mba-program.aspx,$250 ,,,,,,,https://apply.kellogg.northwestern.edu/apply/,https://www.kellogg.northwestern.edu/programs/full-time-mba/tuition-financial-aid.aspx
northwestern-university,information-systems-69117,"$52,470 ",12 Months,11,On Campus,https://sps.northwestern.edu/masters/information-systems/index.php,$75 ,2,2,19,316,104,6,https://www.applyweb.com/nugrad/index.ftl,https://sps.northwestern.edu/masters/information-systems/tuition-costs.php
northwestern-university,project-management-26543,"$51,584 ",18 Months,12,On Campus,http://www.mccormick.northwestern.edu/project-management/,$50 ,8,7,9,307,63,7,http://pmp-application.mccormick.northwestern.edu/frontend/login,https://www.mccormick.northwestern.edu/project-management/overview/tuition-financial-aid.html
northwestern-university,#NAME?,"$28,680 ",9 Months,12,On Campus,http://design.northwestern.edu/product-design-development-management/,NA,,,,,,,https://pmp-application.mccormick.northwestern.edu/frontend/login/,https://design.northwestern.edu/product-design-development-management/masters-degree/faqs.html
northwestern-university,biotechnology-61886,"$66,112 ",15 Months,21,On Campus,https://www.mccormick.northwestern.edu/biotechnology/,NA,5,4,11,313,112,8,https://pmp-application.mccormick.northwestern.edu/frontend/login/,https://www.mccormick.northwestern.edu/biotechnology/admissions/
northwestern-university,theoretical-and-applied-mechanics-15885,"$58,029 ",12 Months,12,On Campus,https://www.mccormick.northwestern.edu/theoretical-applied-mechanics/masters-phd-degree/#degrees,$95 ,,,,,,,https://www.applyweb.com/nugrad/index.ftl,https://www.northwestern.edu/sfs/tuition/graduate/the-graduate-school.html#tab-panel1-1
northwestern-university,sustainable-energy-72772,"$72,361 ",10 Months,12,On Campus,https://isen.northwestern.edu/master-of-science-in-energy-and-sustainability-mses,NA,,,,,,,https://pmp-application.mccormick.northwestern.edu/frontend/login,https://isen.northwestern.edu/master-of-science-in-energy-and-sustainability-mses
northwestern-university,neurobiology-70395,"$80,080 ",12 Months,NA,On Campus,https://www.neurobiology.northwestern.edu/graduate/,$95 ,,,,,,,https://www.applyweb.com/nugrad/index.ftl,https://www.northwestern.edu/sfs/tuition/graduate/the-graduate-school.html#tab-panel1-1
university-of-british-columbia-okanagan,computer-science--with-thesis-66549,"CA$8,777",24 Months,30,On Campus,https://cmps.ok.ubc.ca/graduate/computer-science/,CA$168,21,3,313,307,106,8,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://cmps.ok.ubc.ca/graduate/computer-science/
university-of-british-columbia-okanagan,data-science-66550,"CA$57,511",10 Months,30,On Campus,https://masterdatascience.science.ubc.ca/programs/okanagan,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://masterdatascience.science.ubc.ca/admissions/tuition-and-financial-aid
university-of-british-columbia-okanagan,fine-arts-66557,"CA$8,777",24 Months,30,On Campus,https://fccs.ok.ubc.ca/degrees-programs/graduate/fine-arts/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://fccs.ok.ubc.ca/degrees-programs/graduate/fine-arts/
university-of-british-columbia-okanagan,engineering-66553,"CA$20,247",24 Months,NA,On Campus,https://engineering.ok.ubc.ca/programs-admissions/grad/,CA$168,12,9,28,309,96,8,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://engineering.ok.ubc.ca/programs-admissions/grad/
university-of-british-columbia-okanagan,conflict-resolution-and-peace-studies-66563,"CA$8,604",24 Months,NA,On Campus,https://gradstudies.ok.ubc.ca/igs/power-conflict-ideas/#item1,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://gradstudies.ok.ubc.ca/igs/power-conflict-ideas/#item5
university-of-british-columbia-okanagan,sustainability-66562,"CA$8,604",24 Months,NA,On Campus,https://gradstudies.ok.ubc.ca/igs/sustainability/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://gradstudies.ok.ubc.ca/igs/sustainability/#item5
university-of-british-columbia-okanagan,kinesiology-66559,"CA$8,776",24 Months,NA,On Campus,https://hes.ok.ubc.ca/graduate/health-exercise-sciences/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://hes.ok.ubc.ca/graduate/health-exercise-sciences/
university-of-british-columbia-okanagan,earth-and-environmental-science-66551,"CA$8,777",24 Months,30,On Campus,https://eegs.ok.ubc.ca/graduate/earth-environmental-sciences/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://eegs.ok.ubc.ca/graduate/earth-environmental-sciences/
university-of-british-columbia-okanagan,applied-science-66552,"CA$8,777",24 Months,NA,On Campus,https://engineering.ok.ubc.ca/programs-admissions/grad/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://engineering.ok.ubc.ca/programs-admissions/grad/
university-of-british-columbia-okanagan,economics-70384,"CA$41,580",48 Months,120,On Campus,https://epp.ok.ubc.ca/undergraduate/economics/,CA$119,,,,,,,https://ssc.adm.ubc.ca/sscportal/apply.xhtml,https://you.ubc.ca/financial-planning/cost#result
university-of-british-columbia-okanagan,chemistry-66548,"CA$8,777",24 Months,30,On Campus,https://chemistry.ok.ubc.ca/graduate/chemistry/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://chemistry.ok.ubc.ca/graduate/chemistry/
university-of-british-columbia-okanagan,english-66556,"CA$8,777",24 Months,30,On Campus,https://fccs.ok.ubc.ca/degrees-programs/graduate/english/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://fccs.ok.ubc.ca/degrees-programs/graduate/english/
university-of-british-columbia-okanagan,mathematics-66566,"CA$8,777",24 Months,30,On Campus,https://cmps.ok.ubc.ca/graduate/mathematics/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://cmps.ok.ubc.ca/graduate/mathematics/
university-of-british-columbia-okanagan,environmental-chemistry--70386,"CA$41,580",48 Months,120,On Campus,https://chemistry.ok.ubc.ca/undergraduate/environmental-chemistry/,CA$119,,,,,,,https://ssc.adm.ubc.ca/sscportal/apply.xhtml,https://you.ubc.ca/financial-planning/cost#result
university-of-british-columbia-okanagan,biochemistry-and-molecular-biology-66547,"CA$8,777",24 Months,30,On Campus,https://biology.ok.ubc.ca/graduate/biochemistry-molecular-biology/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://biology.ok.ubc.ca/graduate/biochemistry-molecular-biology/
university-of-british-columbia-okanagan,digital-arts-66560,"CA$8,776",24 Months,NA,On Campus,https://gradstudies.ok.ubc.ca/igs/digital-arts-humanities/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://gradstudies.ok.ubc.ca/igs/digital-arts-humanities/
university-of-british-columbia-okanagan,global-studies-66561,"CA$8,604",24 Months,30,On Campus,https://gradstudies.ok.ubc.ca/igs/global-studies/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://gradstudies.ok.ubc.ca/igs/global-studies/
university-of-british-columbia-okanagan,medical-physics-66564,"CA$8,777",24 Months,33,On Campus,https://cmps.ok.ubc.ca/graduate/medical-physics/,CA$168,,,,,,,https://evision.as.it.ubc.ca/urd/sits.urd/run/siw_ubc_cwl,https://cmps.ok.ubc.ca/graduate/medical-physics/
