Annual Tuition Fee*,Course Duration,Course Credits,Delivery Medium,Course Link,Tuition Link,Application Fee,Application Link
"$38,198",24 Months,30,On Campus,http://english.la.psu.edu/graduate/ma-program,http://tuition.psu.edu/tuitiondynamic/tabledrivenrates.aspx?location=up#up-NonPA,$65,https://webaccess.psu.edu/?cosign-as3-oneid.fim.psu.edu&https://as3-oneid.fim.psu.edu/idp/Authn/RemoteUser?conversation=e1s1
"$38,198",12 Months,33,On Campus,https://www.smeal.psu.edu/macc,http://tuition.psu.edu/tuitiondynamic/tabledrivenrates.aspx?location=up#up-NonPA,$65,https://webaccess.psu.edu/?cosign-as3-oneid.fim.psu.edu&https://as3-oneid.fim.psu.edu/idp/Authn/RemoteUser?conversation=e1s1
"$22,137",24 Months,30,On Campus,https://graduateschool.colostate.edu/programs/computer-science-mcs/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$30,858",24 Months,30,On Campus,http://graduateschool.colostate.edu/Programs/electrical-computer-engineering/eleg-ms/,https://financialaid.colostate.edu/cost-of-attendance/,$70,https://gradadmissions.colostate.edu/apply/?
"$32,467",18 Months,33,On Campus,https://biz.colostate.edu/academics/graduate-programs/master-of-computer-information-systems,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"$20,805",18 Months,30,On Campus,https://graduateschool.colostate.edu/programs/mechanical-engineering-ms/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"$15,604",24 Months,30,On Campus,https://graduateschool.colostate.edu/programs/systems-engineering-ms/,http://tuition.colostate.edu/Main.aspx,$70,"https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"
"$15,604",24 Months,30,On Campus,https://graduateschool.colostate.edu/programs/computer-engineering-ms/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"$29,516",18 Months,30,On Campus,https://graduateschool.colostate.edu/programs/engineering-me-mechanical-engineering-specialization/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$15,604",24 Months,30,On Campus,https://graduateschool.colostate.edu/programs/chemical-engineering-ms/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$28,392",24 Months,42,On Campus,https://coloradosph.cuanschutz.edu/education/degrees-and-programs/master-of-public-health,https://coloradosph.cuanschutz.edu/admissions/tuition-aid/cost-of-attendance,$140,https://sophas.liaisoncas.com/applicant-ux/#/login
"$44,250",12 Months,30,On Campus,https://mas.colostate.edu/,https://financialaid.colostate.edu/base-tuition/,$70,https://gradadmissions.colostate.edu/apply/
"$26,564",24 Months,30,On Campus,https://graduateschool.colostate.edu/programs/bioengineering-ms/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$29,962",16 Months,44,On Campus,http://graduateschool.colostate.edu/Programs/business-administration/busa-gsz-mba/,https://biz.colostate.edu/academics/graduate-programs/mba/impact-mba/tuition-and-aid,$70,https://gradadmissions.colostate.edu/apply/
"$44,872",21 Months,42,On Campus,https://graduateschool.colostate.edu/programs/business-administration-mba-evening/,"https://biz.colostate.edu/academics/graduate-programs/mba/evening#Tuition,nonresident-tuition",$70,https://gradadmissions.colostate.edu/apply/
"$25,790",18 Months,30,On Campus,https://graduateschool.colostate.edu/programs/engineering-me-electrical-engineering-specialization/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"$25,790",18 Months,30,On Campus,"https://graduateschool.colostate.edu/programs/engineering-me-computer-engineering-specialization/
",http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"$33,606",12 Months,36,On Campus,https://www.csupueblo.edu/graduate-studies/ms-industrial-systems-engineering.html,https://www.csupueblo.edu/business-financial-services/tuition-and-fees.html,$35,https://connect.csupueblo.edu/apply/
"$25,790",18 Months,30,On Campus,https://graduateschool.colostate.edu/programs/engineering-me-civil-engineering-specialization/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"$29,094",12 Months,30,On Campus,https://graduateschool.colostate.edu/programs/accountancy-macc-data-analytics-and-systems-specialization/,http://tuition.colostate.edu/Main.aspx,,
"$15,604",24 Months,30,On Campus,https://graduateschool.colostate.edu/programs/statistics-ms/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$44,250",12 Months,30,On Campus,http://graduateschool.colostate.edu/Programs/physics/phys-ms/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$60,130",12 Months,35,On Campus,http://graduateschool.colostate.edu/Programs/mathematics/math-ms/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$25,790",18 Months,30,On Campus,https://graduateschool.colostate.edu/programs/engineering-me-mechanical-engineering-specialization/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"$15,006",12 Months,30,On Campus,http://graduateschool.colostate.edu/Programs/sociology/soci-ma/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$15,604",24 Months,40,On Campus,https://graduateschool.colostate.edu/programs/biomanufacturing-and-biotechnology-psm/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"$62,077",12 Months,36,On Campus,http://graduateschool.colostate.edu/Programs/communication-studies/cmst-ma/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$15,006",24 Months,30,On Campus,http://graduateschool.colostate.edu/Programs/philosophy/phil-ma/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$25,790",18 Months,30,On Campus,"https://graduateschool.colostate.edu/programs/engineering-me-biomedical-engineering-specialization/
",http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"$72,156",12 Months,42,On Campus,http://graduateschool.colostate.edu/Programs/psychology/psyc-ms/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/apply/
"$25,790",18 Months,30,On Campus,https://graduateschool.colostate.edu/programs/engineering-me-systems-engineering-specialization/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"$25,790",18 Months,30,On Campus,https://graduateschool.colostate.edu/programs/engineering-me-chemical-engineering-specialization/,http://tuition.colostate.edu/Main.aspx,$70,https://gradadmissions.colostate.edu/account/register?r=https%3a%2f%2fgradadmissions.colostate.edu%2fapply%2f
"€19,600",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/mechanical-engineering/msc-mechanical-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances,€100,https://www.studielink.nl/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/aerospace-engineering/msc-aerospace-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.studielink.nl/
"€18,633",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/electrical-engineering/msc-electrical-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/onderwijs/toelating-en-aanmelding/msc-international-diploma/application-procedure/
"€19,600",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/chemical-engineering/msc-chemical-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/embedded-systems/msc-embedded-systems/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,NA,https://www.studielink.nl/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/computer-engineering/msc-computer-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/sustainable-energy-technology/msc-sustainable-energy-technology/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/computer-science/msc-computer-science/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/materials-science-engineering/msc-materials-science-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/integrated-product-design/msc-integrated-product-design/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/systems-control/msc-systems-control/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,633",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/construction-management-and-engineering/msc-construction-management-and-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.studielink.nl/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/mot/mot/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/robotics/msc-robotics/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/biomedical-engineering/msc-biomedical-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/engineering-and-policy-analysis/msc-engineering-and-policy-analysis/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/industrial-ecology/msc-industrial-ecology/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/strategic-product-design/msc-strategic-product-design/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/offshore-dredging-engineering/msc-offshore-dredging-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/civil-engineering/msc-civil-engineering/msc-programme/track-structural-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/life-science-technology/msc-life-science-technology/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/transport-infrastructure-and-logistics/msc-transport-infrastructure-and-logistics/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/marine-technology/msc-marine-technology/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/applied-physics/msc-applied-physics/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/nanobiology/msc-nanobiology/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/architecture-urbanism-and-building-sciences/msc-architecture-urbanism-and-building-sciences/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/#
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/applied-mathematics/msc-applied-mathematics/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/applied-earth-sciences/msc-applied-earth-sciences/msc-programme/track-environmental-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/geomatics/msc-geomatics/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/made/msc-metropolitan-analysis-design-and-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/civil-engineering/msc-civil-engineering/msc-programme/track-building-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/cosem/msc-complex-systems-engineering-and-management/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/onderwijs/toelating-en-aanmelding/msc-international-diploma/application-procedure/
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/applied-earth-sciences/msc-applied-earth-sciences/msc-programme/track-applied-geophysics/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/applied-earth-sciences/msc-applied-earth-sciences/msc-programme/track-geo-energy-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/applied-earth-sciences/msc-applied-earth-sciences/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/science-education-and-communication/msc-science-education-and-communication/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,€100,https://www.tudelft.nl/en/education/admission-and-application/msc-international-diploma/application-procedure/
"€18,750",36 Months,180,On Campus,https://www.tudelft.nl/en/education/programmes/masters/technical-medicine/msc-technical-medicine/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"€18,750",24 Months,120,On Campus,https://www.tudelft.nl/en/education/programmes/masters/civil-engineering/msc-civil-engineering/msc-programme/track-geo-engineering/,https://www.tudelft.nl/en/education/practical-matters/tuition-fee-finances/,,
"SGD 40,000",12 Months,39,On Campus,https://www.ntu.edu.sg/education/graduate-programme/master-of-science-in-electronics#additionaiInformation,https://www.ntu.edu.sg/education/graduate-programme/master-of-science-in-electronics#admission,SGD 21,https://wis.ntu.edu.sg/webexe/owa/pgr$adm_main.notice
"SGD 58,000",12 Months,30,On Campus,http://scse.ntu.edu.sg/Programmes/CurrentStudents/Graduate/Pages/msc-AI.aspx,https://www.ntu.edu.sg/scse/admissions/programmes/graduate-programmes/detail/master-of-science-in-artificial-intelligence#additionaiInformation,SGD 21,https://wis.ntu.edu.sg/webexe/owa/COAL_main.applformMain
"SGD 34,000",12 Months,30,On Campus,https://www.ntu.edu.sg/education/graduate-programme/master-of-science-in-materials-science-and-engineering,https://www.ntu.edu.sg/mse/admissions/postgraduates/prospective-students/master-of-science/coursework#Content_C022_Col00,NA,https://wis.ntu.edu.sg/webexe/owa/COAL_main.ApplFormlogin
"SGD 59,000",12 Months,NA,On Campus,https://nbs.ntu.edu.sg/Programmes/Graduate/MScFE/Pages/Home.aspx,https://nbs.ntu.edu.sg/Programmes/Graduate/MScFE/Admissions/Pages/FeesandFinancing.aspx,SGD 100,https://www.applynbs.com/apply/
"SGD 19,250",12 Months,NA,On Campus,http://scse.ntu.edu.sg/Programmes/ProspectiveStudents/Graduate/Pages/DoctorofPhilosophy(PhD)MasterofEngineering(MEng).aspx,https://admissions.ntu.edu.sg/graduate/R-Programs/BeforeApplying-Research/Pages/Fees.aspx,SGD 21,https://wis.ntu.edu.sg/webexe/owa/COAL_main.applformMain
"SGD 62,000",12 Months,NA,On Campus,https://nbs.ntu.edu.sg/Programmes/Graduate/NanyangMBA/Pages/Home.aspx,https://nbs.ntu.edu.sg/Programmes/Graduate/NanyangMBA/Admissions/Pages/Fees-and-Financial-Aid.aspx,NA,https://www.applynbs.com/apply/
"SGD 21,700",12 Months,18,On Campus,,,,
"SGD 44,750",24 Months,NA,On Campus,http://mae.ntu.edu.sg/Programmes/CurrentStudents/Graduate(Coursework)/MScProgrammes/MSc(MSE)/Pages/default.aspx,https://admissions.ntu.edu.sg/graduate/coursework/BeforeApplying/Fees/Pages/TuitionFees.aspx,,
"SGD 19,720",12 Months,NA,On Campus,https://nbs.ntu.edu.sg/Programmes/Graduate/NanyangMBA/Programme-Overview/Pages/Home.aspx,https://admissions.ntu.edu.sg/graduate/R-Programs/BeforeApplying-Research/Pages/Fees.aspx,NA,https://www.applynbs.com/apply/
"SGD 55,000",12 Months,33,On Campus,https://spms.ntu.edu.sg/MathematicalSciences/MSc-Degrees/Pages/MSc-in-FinTech.aspx,https://spms.ntu.edu.sg/MathematicalSciences/MSc-Degrees/Pages/MSc-in-Fintech.aspx#fees,SGD 21,https://wis.ntu.edu.sg/webexe/owa/COAL_main.applformMain
"SGD 15,735",12 Months,9,On Campus,https://www.ntu.edu.sg/education/graduate-programme/m.a.-in-psychology#programme,https://www.ntu.edu.sg/admissions/graduate/financialmatters/pgtuitionfees#Content_C002_Col00,SGD 50,https://venus.wis.ntu.edu.sg/GOAL/OnlineApplicationModule/frmOnlineApplication.ASPX
"$19,500",24 Months,30,On Campus,https://www.cc.gatech.edu/future/masters/mscs,http://www.bursar.gatech.edu/content/tuition-fees,$85,https://gradapp.gatech.edu/apply/
"$41,365",12 Months,33,On Campus,https://www.terry.uga.edu/msba/,https://busfin.uga.edu/bursar/bursar_tuition_1819/,$100,https://apply.terry.uga.edu/apply/?_ga=2.25903101.1775877713.1612896723-414516461.1612553891
"$30,250",12 Months,30,On Campus,https://eng.ua.edu/majors/aerospace-engineering-and-mechanics-ms/,https://financialaid.ua.edu/cost/,$80,https://slate.ua.edu/apply/
"$17,448",24 Months,61,On Campus,https://www.terry.uga.edu/mba/fulltime/STEM.html,https://www.terry.uga.edu/mba/fulltime/tuition.html,$100,https://apply.terry.uga.edu/apply/?_ga=2.44614436.1045766838.1599742065-349723089.1599742065
"$30,250",24 Months,57,On Campus,https://manderson.culverhouse.ua.edu/programs/mba-programs/mba/,https://manderson.culverhouse.ua.edu/programs/mba-programs/mba/investment/,$80,https://slate.ua.edu/apply/
"$43,563",12 Months,33,On Campus,https://business.wright.edu/information-systems-and-supply-chain-management/master-of-information-systems,,NA,
"$16,875",24 Months,30,On Campus,https://engineering-computer-science.wright.edu/computer-science-and-engineering/master-of-science-in-cyber-security,https://www.wright.edu/admissions/international/graduate-tuition-and-fees,$40,https://wright.force.com/ERx_Forms__Portal_Login
"$13,500",24 Months,30,On Campus,https://engineering-computer-science.wright.edu/electrical-engineering,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$16,875",24 Months,30,On Campus,https://engineering-computer-science.wright.edu/mechanical-and-materials-engineering/master-of-science-in-aerospace-systems-engineering,http://www.wright.edu/admissions/international/graduate-tuition-and-fees,$40,https://wright.force.com/ERx_Forms__Portal_Login
"$13,500",24 Months,30,On Campus,https://engineering-computer-science.wright.edu/mechanical-and-materials-engineering/master-of-science-in-engineering-major-in-renewable-and-clean-energy,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,https://wright.force.com/ERx_Forms__Portal_Login
"$13,500",24 Months,33,On Campus,https://education-human-services.wright.edu/kinesiology-and-health/master-of-arts-in-physical-education-sport-management,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,32,On Campus,https://liberal-arts.wright.edu/music/master-of-music-in-music,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,NA,On Campus,,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/biology/master-of-science-in-biological-sciences,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/biochemistry-and-molecular-biology/master-of-science-in-biochemistry-and-molecular-biology,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/master-of-science-in-microbiology-and-immunology,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,https://wright.force.com/ERx_Forms__Portal_Login
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/earth-and-environmental-sciences/master-of-science-in-teaching-earth-science,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/neuroscience-cell-biology-and-physiology/master-of-science-in-physiology-and-neuroscience,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/mathematics-and-statistics/master-of-science-in-applied-statistics,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$43,563",12 Months,33,On Campus,https://business.wright.edu/information-systems-and-supply-chain-management/master-of-science-in-logistics-and-supply-chain-management,https://business.wright.edu/information-systems-and-supply-chain-management/master-of-science-in-logistics-and-supply-chain-management#tuition,$40,https://wright.force.com/ERx_Forms__Portal_Login
"$13,500",24 Months,30,On Campus,https://business.wright.edu/accountancy/master-of-accountancy,http://www.wright.edu/admissions/international/graduate-tuition-and-fees,$40,
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/physics/master-of-science-in-physics,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/earth-and-environmental-sciences,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/neuroscience-cell-biology-and-physiology/master-of-science-in-anatomy,http://www.wright.edu/admissions/international/graduate-tuition-and-fees,$40,
"$13,500",24 Months,NA,On Campus,,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$51,950",12 Months,40,On Campus,https://business.wright.edu/master-of-business-administration,https://business.wright.edu/master-of-business-administration/tuition-and-fees,$40,https://wright.force.com/ERx_Forms__Portal_Login
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/mathematics-and-statistics/master-of-science-in-applied-mathematics,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/chemistry/master-of-science-in-chemistry,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$60,
"$13,500",24 Months,NA,On Campus,https://liberal-arts.wright.edu/applied-behavioral-science,http://www.wright.edu/admissions/international/graduate-tuition-and-fees,$40,
"$13,500",24 Months,NA,On Campus,https://liberal-arts.wright.edu/english-language-and-literatures,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,,
"$13,500",24 Months,30,On Campus,https://liberal-arts.wright.edu/history/master-of-arts-in-history,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://liberal-arts.wright.edu/humanities,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://science-math.wright.edu/physics/master-of-science-in-teaching-physics,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://liberal-arts.wright.edu/social-work/master-of-arts-in-social-work,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,NA,On Campus,https://education-human-services.wright.edu/leadership-studies-in-education-and-organizations/master-of-science-in-leadership-development,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://business.wright.edu/economics/master-of-science-in-social-and-applied-economics,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,30,On Campus,https://education-human-services.wright.edu/leadership-studies-in-education-and-organizations/master-of-education-in-student-affairs-in-higher-education-administration,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,NA,On Campus,https://liberal-arts.wright.edu/school-of-public-and-international-affairs/master-of-arts-in-international-and-comparative-politics,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"$13,500",24 Months,36,On Campus,https://liberal-arts.wright.edu/school-of-public-and-international-affairs/master-of-public-administration,http://www.wright.edu/admissions/international/graduate-tuition-and-fees#general,$40,
"CA$17,286",24 Months,NA,On Campus,https://www.fanshawec.ca/programs/ism1-information-security-management/next,https://www.fanshawec.ca/programs/ism1-information-security-management/international/fees/next,,
"CA$14,466",12 Months,46,On Campus,https://www.fanshawec.ca/programs/mkm1-marketing-management/next,https://www.fanshawec.ca/programs/mkm1-marketing-management/international/fees/next,NA,https://internationalapplication.fanshawec.ca/user/register
"CA$15,192",24 Months,79,On Campus,https://www.fanshawec.ca/programs/bmt1b-business-management/next#group_overview,https://www.fanshawec.ca/programs/bmt1b-business-management/international/fees/next,CA$100,https://internationalapplication.fanshawec.ca/user/register
"€14,667",18 Months,NA,On Campus,https://www.wiwiss.fu-berlin.de/en/mbm/china_europe_embm/index.html,https://www.fu-berlin.de/studium/studienangebot/master/china_europe_executive_master_business_marketing/index.html,NA,https://www.uni-assist.de/en/how-to-apply/apply-online/
"CA$17,285",12 Months,NA,On Campus,https://www.fanshawec.ca/programs/ism1-information-security-management/next#group_overview,https://www.fanshawec.ca/programs/ism1-information-security-management/international/fees/next,CA$100,https://internationalapplication.fanshawec.ca/user/register
"CA$15,192",12 Months,10,On Campus,https://www.fanshawec.ca/programs/ban2-business-analysis/next,https://www.fanshawec.ca/programs/ban2-business-analysis/international/fees/next,CA$100,https://internationalapplication.fanshawec.ca/user/register
