Annual Tuition Fee*,Course Duration,Course Credits,Delivery Medium,Course Link,Tuition Link,Application Fee,Application Link
"A$41,520",21 Months,72,On Campus,https://degrees.unsw.edu.au/master-of-mining-engineering/?studentType=international,https://degrees.unsw.edu.au/master-of-mining-engineering/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$48,280",12 Months,48,On Campus,https://sphcm.med.unsw.edu.au/master-public-health,https://www.international.unsw.edu.au/fees,A$125,https://applyonline.unsw.edu.au/login
"A$38,800",24 Months,96,On Campus,https://degrees.unsw.edu.au/master-of-design/?studentType=international,https://degrees.unsw.edu.au/master-of-design/?studentType=international,,
"A$48,520",24 Months,96,On Campus,https://www.unsw.edu.au/study/postgraduate/master-of-engineering-science?studentType=international,https://www.unsw.edu.au/study/postgraduate/master-of-engineering-science?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$46,360",24 Months,96,On Campus,https://degrees.unsw.edu.au/master-of-psychology-clinical/?studentType=international,https://degrees.unsw.edu.au/master-of-psychology-clinical/?studentType=international,,
"A$47,275",24 Months,NA,On Campus,https://degrees.unsw.edu.au/master-of-data-science-decisions/?studentType=international,https://www.science.unsw.edu.au/study-us/postgraduate/master-degrees/master-data-science-and-decisions,A$125,https://applyonline.unsw.edu.au/login
"A$39,257",21 Months,72,On Campus,https://degrees.unsw.edu.au/master-of-statistics/?studentType=international,https://degrees.unsw.edu.au/master-of-statistics/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$37,720",24 Months,96,On Campus,https://degrees.unsw.edu.au/master-of-international-relations/?studentType=international,https://degrees.unsw.edu.au/master-of-international-relations/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$32,469",21 Months,72,On Campus,https://degrees.unsw.edu.au/master-of-journalism-and-communication/?studentType=international,https://degrees.unsw.edu.au/master-of-journalism-and-communication/?studentType=international,,
"A$39,120",12 Months,48,On Campus,https://degrees.unsw.edu.au/adfa-master-of-space-engineering/?studentType=international,https://degrees.unsw.edu.au/adfa-master-of-space-engineering/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$58,900",18 Months,NA,On Campus,https://www.business.unsw.edu.au/agsm/programs/mba-full-time,https://www.business.unsw.edu.au/degrees-courses/postgraduate/mba/agsm-mba-full-time,A$125,https://applyonline.unsw.edu.au/
"A$14,500",12 Months,NA,On Campus,https://www.southwales.ac.uk/courses/msc-computer-science/,https://www.southwales.ac.uk/courses/msc-computer-science/,NA,https://myusw.southwales.ac.uk/login?referrer=https://applicationform.southwales.ac.uk/apps/new
"A$48,520",24 Months,96,On Campus,https://degrees.unsw.edu.au/master-of-engineering/?studentType=international,https://degrees.unsw.edu.au/master-of-engineering/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$48,520",24 Months,96,On Campus,https://degrees.unsw.edu.au/master-of-engineering/?studentType=international,https://degrees.unsw.edu.au/master-of-engineering/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$45,600",24 Months,96,On Campus,,https://student.unsw.edu.au/fees-science-international,A$125,https://applyonline.unsw.edu.au/login
"A$49,240",12 Months,48,On Campus,https://degrees.unsw.edu.au/master-of-economics/?studentType=international,https://degrees.unsw.edu.au/master-of-economics/?studentType=international,,
"A$51,400",24 Months,96,On Campus,https://www.handbook.unsw.edu.au/research/programs/2020/2850,https://www.international.unsw.edu.au/fees,,
"A$35,880",24 Months,96,On Campus,https://degrees.unsw.edu.au/master-of-engineering-science/,https://degrees.unsw.edu.au/master-of-engineering-science/,A$125,https://applyonline.unsw.edu.au/login
"A$45,600",24 Months,96,On Campus,,https://student.unsw.edu.au/fees-science-international,A$125,https://applyonline.unsw.edu.au/login
"A$37,720",24 Months,96,On Campus,https://degrees.unsw.edu.au/master-of-applied-linguistics/?studentType=international,https://degrees.unsw.edu.au/master-of-applied-linguistics/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$49,240",12 Months,48,On Campus,https://degrees.unsw.edu.au/master-of-taxation/?studentType=international,https://degrees.unsw.edu.au/master-of-taxation/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$42,617",21 Months,72,On Campus,https://degrees.unsw.edu.au/master-of-professional-accounting/?studentType=international,https://degrees.unsw.edu.au/master-of-professional-accounting/?studentType=international,A$125,
"A$45,600",24 Months,96,On Campus,https://www.babs.unsw.edu.au/study/postgraduate,https://student.unsw.edu.au/fees/international,A$125,
"A$46,255",24 Months,96,On Campus,https://degrees.unsw.edu.au/master-of-psychology-forensic/?studentType=international,https://degrees.unsw.edu.au/master-of-psychology-forensic/?studentType=international,,
"A$39,257",21 Months,72,On Campus,https://degrees.unsw.edu.au/master-of-marine-science-and-management/?studentType=international,https://degrees.unsw.edu.au/master-of-marine-science-and-management/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$44,920",12 Months,48,On Campus,https://degrees.unsw.edu.au/master-of-laws/?studentType=international,https://degrees.unsw.edu.au/master-of-laws/?studentType=international,,
"A$29,486",21 Months,72,On Campus,https://degrees.unsw.edu.au/master-of-optometry/,,,
"A$44,920",12 Months,48,On Campus,https://degrees.unsw.edu.au/master-of-laws/?studentType=international,https://degrees.unsw.edu.au/master-of-laws/?studentType=international,,
"A$34,320",21 Months,72,On Campus,https://degrees.unsw.edu.au/master-of-sustainable-built-environment/?studentType=international,https://degrees.unsw.edu.au/master-of-sustainable-built-environment/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$51,400",24 Months,96,On Campus,https://www.handbook.unsw.edu.au/research/programs/2020/2830,https://www.international.unsw.edu.au/fees,,
"A$51,400",24 Months,96,On Campus,https://www.handbook.unsw.edu.au/research/programs/2020/2863,https://www.international.unsw.edu.au/fees,A$125,https://applyonline.unsw.edu.au/login
"A$51,400",24 Months,96,On Campus,https://www.handbook.unsw.edu.au/research/programs/2020/2880,https://www.international.unsw.edu.au/fees,,
"A$39,257",21 Months,72,On Campus,https://degrees.unsw.edu.au/master-of-mathematics/?studentType=international,https://degrees.unsw.edu.au/master-of-mathematics/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$1,05,800",24 Months,96,On Campus,https://www.handbook.unsw.edu.au/research/programs/2020/2805,https://www.international.unsw.edu.au/fees,,
"A$37,480",12 Months,48,On Campus,https://degrees.unsw.edu.au/master-of-education/?studentType=international,https://degrees.unsw.edu.au/master-of-education/?studentType=international,,
"A$51,400",24 Months,96,On Campus,https://www.handbook.unsw.edu.au/research/programs/2020/2515,https://www.international.unsw.edu.au/fees,,
"A$51,400",24 Months,96,On Campus,https://www.handbook.unsw.edu.au/research/programs/2020/2840,https://www.international.unsw.edu.au/fees,,
"A$51,400",24 Months,96,On Campus,https://www.handbook.unsw.edu.au/research/programs/2020/2800,https://www.international.unsw.edu.au/fees,,
"A$48,693",18 Months,72,On Campus,https://www.handbook.unsw.edu.au/research/programs/2020/2585,https://www.business.unsw.edu.au/degrees-courses/research/mphil-commerce-economics#,,
"A$34,320",21 Months,72,On Campus,https://degrees.unsw.edu.au/master-of-city-analytics/?studentType=international,https://degrees.unsw.edu.au/master-of-city-analytics/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$48,520",24 Months,96,On Campus,https://degrees.unsw.edu.au/master-of-food-science/?studentType=international,https://degrees.unsw.edu.au/master-of-food-science/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$39,120",12 Months,48,On Campus,https://degrees.unsw.edu.au/adfa-master-of-capability-management/?studentType=international,https://degrees.unsw.edu.au/adfa-master-of-capability-management/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$36,300",24 Months,96,On Campus,https://degrees.unsw.edu.au/master-of-applied-economics/?studentType=international,https://degrees.unsw.edu.au/master-of-applied-economics/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$39,120",12 Months,48,On Campus,https://degrees.unsw.edu.au/adfa-master-of-capability-management/?studentType=international,https://degrees.unsw.edu.au/adfa-master-of-capability-management/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"A$39,120",12 Months,48,On Campus,https://degrees.unsw.edu.au/adfa-master-of-capability-management/?studentType=international,https://degrees.unsw.edu.au/adfa-master-of-capability-management/?studentType=international,A$125,https://applyonline.unsw.edu.au/login
"£16,225",12 Months,180,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/computer-networking-and-cyber-security---msc/,https://www.londonmet.ac.uk/courses/postgraduate/computer-networking-and-cyber-security---msc/,NA,https://evision.londonmet.ac.uk/urd/sits.urd/run/SIW_IPP_LGN.login?process=siw_ipp_app&code1=CONECS&code2=0001&_ga=2.133410638.1129220802.1634548307-691467397.1634548307
"£3,750",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/data-analytics---msc/,https://www.londonmet.ac.uk/courses/postgraduate/data-analytics---msc/,NA,https://www.londonmet.ac.uk/courses/postgraduate/data-analytics---msc/#
"£14,300",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/human-resource-management---ma/,https://www.londonmet.ac.uk/courses/postgraduate/human-resource-management---ma/,NA,
"£13,750",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/public-health---msc/,https://www.londonmet.ac.uk/courses/postgraduate/public-health---msc/,NA,
"£13,250",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/master-of-business-administration---mba/,https://www.londonmet.ac.uk/courses/postgraduate/master-of-business-administration---mba/,NA,
"£13,750",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/international-banking-and-finance---msc/,https://www.londonmet.ac.uk/courses/postgraduate/international-banking-and-finance---msc/,NA,
"£14,300",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/marketing---ma/,https://www.londonmet.ac.uk/courses/postgraduate/marketing---ma/,NA,
"£14,200",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/international-business-management---msc/,https://www.londonmet.ac.uk/courses/postgraduate/international-business-management---msc/,NA,
"£13,750",12 Months,180,On Campus,londonmet.ac.uk/courses/postgraduate/artificial-intelligence---msc/,londonmet.ac.uk/courses/postgraduate/artificial-intelligence---msc/,NA,
"£14,200",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/technology-entrepreneurship---msc/,https://www.londonmet.ac.uk/courses/postgraduate/technology-entrepreneurship---msc/,NA,
"£14,200",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/international-business-management-with-project-management---msc/,https://www.londonmet.ac.uk/courses/postgraduate/international-business-management-with-project-management---msc/,NA,
"£13,750",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/blood-science---msc/,https://www.londonmet.ac.uk/courses/postgraduate/blood-science---msc/,NA,
"£13,750",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/food-science---msc/,https://www.londonmet.ac.uk/courses/postgraduate/food-science---msc/,NA,
"£13,250",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/international-relations---ma/,https://www.londonmet.ac.uk/courses/postgraduate/international-relations---ma/,NA,
"CA$32,148",15 Months,45,On Campus,https://toronto.northeastern.edu/academic_program/regulatory-affairs/,https://studentfinance.northeastern.edu/billing-payments/tuition-and-fees/canadian-campuses/#_ga=2.45093860.1918198495.1634114006-1299231652.1629888154,CA$75,https://app.applyyourself.com/AYApplicantLogin/fl_ApplicantLogin.asp?id=NEU-CPS#_ga=2.2073585.1340245529.1599672360-200985814.1579484554
"CA$16,335",24 Months,45,On Campus,https://cps.northeastern.edu/academics/program/professional-masters-analytics-silicon-valley,https://cps.northeastern.edu/academics/program/professional-masters-analytics-silicon-valley,NA,https://app.applyyourself.com/AYApplicantLogin/fl_ApplicantLogin.asp?id=NEU-CPS#_ga=2.5915571.106916167.1615307715-643433908.1576235082
"£13,750",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/psychology---msc/,https://www.londonmet.ac.uk/courses/postgraduate/psychology---msc/,NA,
"£13,750",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/international-trade-and-finance---msc/,https://www.londonmet.ac.uk/courses/postgraduate/international-trade-and-finance---msc/,,
"£13,750",12 Months,NA,On Campus,https://www.londonmet.ac.uk/courses/postgraduate/robotics-with-artificial-intelligence---msc/,https://www.londonmet.ac.uk/courses/postgraduate/robotics-with-artificial-intelligence---msc/,NA,
"CA$22,635",24 Months,45,On Campus,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,CA$75,https://app.applyyourself.com/AYApplicantLogin/fl_ApplicantLogin.asp?id=NEU-CPS
"CA$45,270",12 Months,NA,On Campus,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-toronto/,https://www.northeastern.edu/graduate/program/master-of-professional-studies-in-analytics-toronto-18338/,CA$75,https://app.applyyourself.com/AYApplicantLogin/fl_ApplicantLogin.asp?id=NEU-CPS&_ga=2.15527222.1824387636.1524836665-81214367.1520869011
"CA$27,523",18 Months,NA,On Campus,https://cps.northeastern.edu/program/master-of-professional-studies-in-informatics-toronto/,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-informatics/,NA,https://app.applyyourself.com/AYApplicantLogin/fl_ApplicantLogin.asp?id=NEU-CPS
"£16,100",12 Months,NA,On Campus,https://www.ljmu.ac.uk/study/courses/postgraduates/computing-and-information-systems,https://www.ljmu.ac.uk/study/courses/postgraduates/computing-and-information-systems,NA,https://uaf.ljmu.ac.uk/
"CA$8,096",24 Months,48,On Campus,https://www.cs.usask.ca/students/graduate/graduate-programs/masters.php,https://grad.usask.ca/programs/computer-science.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"£16,100",12 Months,NA,On Campus,https://www.ljmu.ac.uk/study/courses/postgraduates/artificial-intelligence-and-machine-learning,https://www.ljmu.ac.uk/study/courses/postgraduates/artificial-intelligence-and-machine-learning,NA,https://uaf.ljmu.ac.uk/
"£16,100",12 Months,NA,On Campus,https://www.ljmu.ac.uk/study/courses/postgraduates/biomedical-sciences,https://www.ljmu.ac.uk/study/courses/postgraduates/biomedical-sciences,NA,https://uaf.ljmu.ac.uk/
"£16,100",12 Months,180,On Campus,https://www.ljmu.ac.uk/study/courses/postgraduates/data-science-msc,https://www.ljmu.ac.uk/study/courses/postgraduates/data-science-msc,NA,https://uaf.ljmu.ac.uk/
"£8,050",24 Months,NA,On Campus,https://www.ljmu.ac.uk/study/courses/postgraduates/wireless-communications,https://www.ljmu.ac.uk/study/courses/postgraduates/wireless-communications,NA,https://uaf.ljmu.ac.uk/
"CA$8,093",24 Months,24,On Campus,https://grad.usask.ca/programs/mechanical-engineering.php,https://grad.usask.ca/programs/mechanical-engineering.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$12,758",24 Months,60,On Campus,https://selkirk.ca/program/post-graduate-accounting,https://selkirk.ca/financial-information/tuition-fees/tuition-fees,CA$100,https://apply.educationplannerbc.ca/
"CA$6,731",24 Months,24,On Campus,https://grad.usask.ca/programs/electrical-computer-engineering.php#Program,https://grad.usask.ca/programs/electrical-computer-engineering.php#Tuitionandfunding,,
"CA$8,096",24 Months,12,On Campus,https://grad.usask.ca/programs/chemical-engineering.php#Program,https://grad.usask.ca/programs/chemical-engineering.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$8,096",24 Months,NA,On Campus,https://grad.usask.ca/programs/civil-engineering.php#Program,https://grad.usask.ca/programs/civil-engineering.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$8,096",24 Months,NA,On Campus,https://grad.usask.ca/programs/pharmacy.php#Program,https://grad.usask.ca/programs/pharmacy.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$26,156",24 Months,NA,On Campus,https://sph.usask.ca/mph-program/mph.php#MPHprogram,https://sph.usask.ca/mph-program/mph.php#Tuition,CA$120,https://grad.usask.ca/programs/public-health.php#Applicationprocess
"CA$8,096",24 Months,12,On Campus,https://grad.usask.ca/programs/biomedical-engineering.php#Program,https://grad.usask.ca/programs/biomedical-engineering.php#Tuitionandfunding,CA$120,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/food-science.php#Program,https://grad.usask.ca/programs/food-science.php#Tuitionandfunding,CA$90,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/plant-sciences.php#Program,https://grad.usask.ca/programs/plant-sciences.php#Program,,
"CA$8,096",24 Months,24,On Campus,https://grad.usask.ca/programs/civil-engineering.php#Program,https://grad.usask.ca/programs/civil-engineering.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$27,427",24 Months,NA,On Campus,https://grad.usask.ca/programs/business-administration.php#Program,https://grad.usask.ca/programs/business-administration.php#Tuition,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/pharmacology.php#Program,https://grad.usask.ca/programs/pharmacology.php#Tuitionandfunding,NA,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$8,096",24 Months,24,On Campus,https://grad.usask.ca/programs/chemical-engineering.php#Program,https://grad.usask.ca/programs/chemical-engineering.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$7,743",24 Months,12,On Campus,https://grad.usask.ca/programs/environment-sustainability.php#Program,https://grad.usask.ca/programs/environment-sustainability.php#Tuitionandfunding,,
"CA$8,096",24 Months,12,On Campus,https://grad.usask.ca/programs/biological-engineering.php#Program,https://grad.usask.ca/programs/biological-engineering.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/electrical-computer-engineering.php#Program,https://grad.usask.ca/programs/electrical-computer-engineering.php#Tuitionandfunding,NA,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"CA$8,096",24 Months,NA,On Campus,https://grad.usask.ca/programs/mechanical-engineering.php,https://grad.usask.ca/programs/mechanical-engineering.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$8,096",24 Months,NA,On Campus,https://grad.usask.ca/programs/biomedical-engineering.php#Program,https://grad.usask.ca/programs/biomedical-engineering.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/toxicology.php,https://grad.usask.ca/programs/toxicology.php,,
"CA$13,575",24 Months,NA,On Campus,https://www.edwards.usask.ca/programs/mscfinance/,https://www.edwards.usask.ca/programs/mscfinance/,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$6,731",24 Months,18,On Campus,https://grad.usask.ca/programs/kinesiology.php#Program,https://grad.usask.ca/programs/kinesiology.php#Tuitionandfunding,,
"CA$13,575",24 Months,18,On Campus,https://grad.usask.ca/programs/marketing.php#Program,https://grad.usask.ca/programs/marketing.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$8,096",24 Months,NA,On Campus,https://grad.usask.ca/programs/chemistry.php,https://grad.usask.ca/programs/chemistry.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/microbiology-immunology.php#Program,https://grad.usask.ca/programs/microbiology-immunology.php#Tuitionandfunding,NA,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"CA$8,096",24 Months,NA,On Campus,https://grad.usask.ca/programs/psychology.php#Program,https://grad.usask.ca/programs/psychology.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$8,096",24 Months,15,On Campus,https://grad.usask.ca/programs/mathematics.php#Program,https://grad.usask.ca/programs/mathematics.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/anatomy-cell-biology.php#Program,https://grad.usask.ca/programs/anatomy-cell-biology.php#Tuitionandfunding,,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/biology.php#Program,https://grad.usask.ca/programs/biology.php#Tuitionandfunding,CA$90,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"CA$6,731",24 Months,18,On Campus,https://grad.usask.ca/programs/agricultural-economics.php#Program,https://grad.usask.ca/programs/agricultural-economics.php#Tuitionandfunding,,
"CA$8,096",24 Months,15,On Campus,https://grad.usask.ca/programs/economics.php#Program,https://grad.usask.ca/programs/economics.php#Tuitionandfunding,CA$120,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/biochemistry.php#Program,https://grad.usask.ca/programs/biochemistry.php#Tuitionandfunding,CA$90,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"CA$6,731",24 Months,18,On Campus,https://grad.usask.ca/programs/community-population-health-sciences.php#Program,https://grad.usask.ca/programs/community-population-health-sciences.php#Tuitionandfunding,NA,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/law.php#Program,https://grad.usask.ca/programs/law.php#Tuitionandfunding,,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/health-sciences.php#Program,https://grad.usask.ca/programs/health-sciences.php#Tuitionandfunding,,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/animal-poultry-science.php#Program,https://grad.usask.ca/programs/animal-poultry-science.php#Tuitionandfunding,,
"CA$8,303",24 Months,NA,On Campus,https://grad.usask.ca/programs/sustainable-environmental-management.php,https://grad.usask.ca/programs/sustainable-environmental-management.php#Tuition,CA$90,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/nutrition.php,https://grad.usask.ca/programs/nutrition.php,,
"CA$8,096",24 Months,12,On Campus,https://grad.usask.ca/programs/physics-engineering-physics.php#Program,https://grad.usask.ca/programs/physics-engineering-physics.php#Tutionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$27,150",24 Months,38,On Campus,https://grad.usask.ca/programs/accounting.php#Program,https://grad.usask.ca/programs/accounting.php#Tuition,CA$120,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"CA$11,265",24 Months,36,On Campus,https://grad.usask.ca/programs/nursing.php#Program,https://grad.usask.ca/programs/nursing.php#Tuitionandfunding,CA$120,
"CA$6,731",24 Months,15,On Campus,https://grad.usask.ca/programs/biostatistics.php#Program,https://grad.usask.ca/programs/biostatistics.php#Tuitionandfunding,CA$90,https://pawnss.usask.ca/banprod/bwskalog.p_disploginnew?in_id=
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/geological-sciences.php#Program,https://grad.usask.ca/programs/geological-sciences.php#Tuitionandfunding,,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/veterinary-biomedical-sciences.php#Program,https://grad.usask.ca/programs/veterinary-biomedical-sciences.php#Tuitionandfunding,,
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/womens-gender-sexualities-studies.php,https://grad.usask.ca/programs/womens-gender-sexualities-studies.php,,
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/history.php#Program,https://grad.usask.ca/programs/history.php#Tuitionandfunding,,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/vaccinology-immunotherapeutics.php#Program,https://grad.usask.ca/programs/vaccinology-immunotherapeutics.php#Tuitionandfunding,,
"CA$8,058",24 Months,NA,On Campus,https://grad.usask.ca/programs/public-policy.php#Tuitionandfunding,https://grad.usask.ca/programs/public-policy.php#Tuitionandfunding,,
"CA$6,731",24 Months,30,On Campus,https://grad.usask.ca/programs/educational-administration.php#Program,https://grad.usask.ca/programs/educational-administration.php#Tuitionandfunding,,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/veterinary-microbiology.php#Program,https://grad.usask.ca/programs/veterinary-microbiology.php#Tuitionandfunding,,
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/studio-art.php,https://grad.usask.ca/programs/studio-art.php,,
"CA$6,821",24 Months,30,On Campus,https://grad.usask.ca/programs/educational-technology-design.php#Program,https://grad.usask.ca/programs/educational-technology-design.php#Tuitionandfunding,,
"CA$16,605",12 Months,NA,On Campus,https://grad.usask.ca/programs/water-security.php,https://grad.usask.ca/programs/water-security.php,,
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/linguistics.php,https://grad.usask.ca/programs/linguistics.php,,
"CA$6,731",24 Months,15,On Campus,https://grad.usask.ca/programs/french.php#Program,https://grad.usask.ca/programs/french.php#Tuitionandfunding,,
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/religion-culture.php,https://grad.usask.ca/programs/religion-culture.php#Tuitionandfunding,,
"CA$8,096",24 Months,NA,On Campus,https://grad.usask.ca/programs/english.php,https://grad.usask.ca/programs/english.php,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$6,731",24 Months,30,On Campus,https://grad.usask.ca/programs/curriculum-studies.php#Program,https://grad.usask.ca/programs/curriculum-studies.php#Tuitionandfunding,,
"CA$8,096",24 Months,18,On Campus,https://grad.usask.ca/programs/political-studies.php,https://grad.usask.ca/programs/political-studies.php,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$8,096",24 Months,18,On Campus,https://grad.usask.ca/programs/sociology.php#Program,https://grad.usask.ca/programs/sociology.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
"CA$6,731",24 Months,12,On Campus,https://grad.usask.ca/programs/large-animal-clinical-sciences.php#Program,https://grad.usask.ca/programs/large-animal-clinical-sciences.php#Tuitionandfunding,,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/small-animal-clinical-sciences.php,https://grad.usask.ca/programs/small-animal-clinical-sciences.php#Program,,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/veterinary-pathology.php#Program,https://grad.usask.ca/programs/veterinary-pathology.php#Tuitionandfunding,NA,
"CA$6,731",24 Months,NA,On Campus,https://grad.usask.ca/programs/applied-microbiology.php#Program,https://grad.usask.ca/programs/applied-microbiology.php#Tuitionandfunding,,
"CA$6,821",24 Months,NA,On Campus,https://grad.usask.ca/programs/writing.php,https://grad.usask.ca/programs/writing.php,,
"CA$8,096",24 Months,24,On Campus,https://grad.usask.ca/programs/anthropology.php#Program,https://grad.usask.ca/programs/anthropology.php#Tuitionandfunding,CA$120,https://apply.usask.ca/RecruitCE/Account/Login?ReturnUrl=%2frecruitce
